fipstate,naics,emp,est,n<5,e<5,n5_9,e5_9,n10_19,e10_19,n20_49,e20_49,n50_99,e50_99,n100_249,e100_249,n250_499,e250_499,n500_999,e500_999,n1000,e1000
42,56161,29793,424,129,226,53,352,63,912,68,2281,43,3113,42,6450,14,4632,10,7322,0,0
42,561611,2786,123,78,133,17,106,11,164,8,297,4,286,0,0,0,0,0,0,0,0
42,561612,26129,277,49,88,33,224,47,677,54,1796,31,2235,40,6205,12,4070,9,6329,0,0
42,561613,878,24,0,0,3,22,5,71,6,188,8,592,0,0,0,0,0,0,0,0
42,56162,6039,391,214,377,74,477,43,562,38,1178,11,817,9,1545,0,0,0,0,0,0
42,561621,5574,273,134,235,46,295,34,451,37,1148,11,817,9,1545,0,0,0,0,0,0
42,561622,465,118,80,142,28,182,9,111,0,0,0,0,0,0,0,0,0,0,0,0
42,5617,74179,8370,5629,7331,1296,8481,764,10153,477,14338,131,9017,46,6768,15,5365,8,5505,4,7221
42,56171,3223,367,214,345,59,376,46,636,39,1193,8,522,0,0,0,0,0,0,0,0
42,561710,3223,367,214,345,59,376,46,636,39,1193,8,522,0,0,0,0,0,0,0,0
42,56172,42240,2413,1260,2058,460,3043,324,4264,242,7212,76,5314,31,4813,8,2810,8,5505,4,7221
42,561720,42240,2413,1260,2058,460,3043,324,4264,242,7212,76,5314,31,4813,8,2810,8,5505,4,7221
42,56173,25294,4934,3702,4321,668,4343,335,4480,169,5194,40,2694,13,1707,7,2555,0,0,0,0
42,561730,25294,4934,3702,4321,668,4343,335,4480,169,5194,40,2694,13,1707,7,2555,0,0,0,0
42,56174,986,214,156,244,32,206,16,213,9,265,0,0,0,0,0,0,0,0,0,0
42,561740,986,214,156,244,32,206,16,213,9,265,0,0,0,0,0,0,0,0,0,0
42,56179,2436,442,297,363,77,513,43,560,18,474,6,429,0,0,0,0,0,0,0,0
42,561790,2436,442,297,363,77,513,43,560,18,474,6,429,0,0,0,0,0,0,0,0
42,5619,15074,773,420,708,129,898,89,1203,80,2491,25,1885,22,3309,4,1518,4,3062,0,0
42,56191,3914,61,12,16,14,109,7,91,12,414,8,617,6,860,0,0,0,0,0,0
42,561910,3914,61,12,16,14,109,7,91,12,414,8,617,6,860,0,0,0,0,0,0
42,56192,1620,127,86,118,20,136,5,79,10,302,0,0,4,452,0,0,0,0,0,0
42,561920,1620,127,86,118,20,136,5,79,10,302,0,0,4,452,0,0,0,0,0,0
42,56199,9540,585,322,574,95,653,77,1033,58,1775,16,1178,12,1997,3,1075,0,0,0,0
42,561990,9540,585,322,574,95,653,77,1033,58,1775,16,1178,12,1997,3,1075,0,0,0,0
42,562,20105,1160,497,966,239,1615,189,2596,130,4067,68,4901,35,5277,0,0,0,0,0,0
42,5621,10311,552,238,496,110,736,90,1171,57,1805,35,2601,20,2819,0,0,0,0,0,0
42,56211,10311,552,238,496,110,736,90,1171,57,1805,35,2601,20,2819,0,0,0,0,0,0
42,562111,9567,499,210,437,101,678,85,1103,50,1572,31,2275,20,2819,0,0,0,0,0,0
42,562112,312,13,4,14,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0
42,562119,432,40,24,45,7,46,0,0,5,166,0,0,0,0,0,0,0,0,0,0
42,5622,2948,130,53,88,21,148,25,368,16,584,8,493,7,1267,0,0,0,0,0,0
42,56221,2948,130,53,88,21,148,25,368,16,584,8,493,7,1267,0,0,0,0,0,0
42,562211,806,32,11,22,4,29,9,126,4,163,0,0,0,0,0,0,0,0,0,0
42,562212,1881,72,25,42,12,84,15,228,11,372,4,239,5,916,0,0,0,0,0,0
42,562213,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,562219,157,23,16,22,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5629,6846,478,206,382,108,731,74,1057,57,1678,25,1807,8,1191,0,0,0,0,0,0
42,56291,4096,236,90,172,51,352,39,571,33,930,18,1371,5,700,0,0,0,0,0,0
42,562910,4096,236,90,172,51,352,39,571,33,930,18,1371,5,700,0,0,0,0,0,0
42,56292,786,53,20,32,14,96,8,116,8,250,0,0,0,0,0,0,0,0,0,0
42,562920,786,53,20,32,14,96,8,116,8,250,0,0,0,0,0,0,0,0,0,0
42,56299,1964,189,96,178,43,283,27,370,16,498,5,335,0,0,0,0,0,0,0,0
42,562991,1497,157,85,152,32,213,24,320,10,333,5,335,0,0,0,0,0,0,0,0
42,562998,467,32,11,26,11,70,3,50,6,165,0,0,0,0,0,0,0,0,0,0
42,61,274718,3923,1576,2557,622,4227,568,7758,594,18751,301,20649,129,19253,54,17350,33,24186,46,159987
42,611,274718,3923,1576,2557,622,4227,568,7758,594,18751,301,20649,129,19253,54,17350,33,24186,46,159987
42,6111,56619,1109,143,294,96,664,165,2340,354,11340,224,15442,99,14727,21,6056,5,2990,0,0
42,61111,56619,1109,143,294,96,664,165,2340,354,11340,224,15442,99,14727,21,6056,5,2990,0,0
42,611110,56619,1109,143,294,96,664,165,2340,354,11340,224,15442,99,14727,21,6056,5,2990,0,0
42,6112,3361,43,6,12,0,0,7,92,12,400,7,432,6,897,0,0,0,0,0,0
42,61121,3361,43,6,12,0,0,7,92,12,400,7,432,6,897,0,0,0,0,0,0
42,611210,3361,43,6,12,0,0,7,92,12,400,7,432,6,897,0,0,0,0,0,0
42,6113,189081,185,20,32,11,84,11,164,19,666,20,1460,9,1315,25,8534,26,19605,44,157221
42,61131,189081,185,20,32,11,84,11,164,19,666,20,1460,9,1315,25,8534,26,19605,44,157221
42,611310,189081,185,20,32,11,84,11,164,19,666,20,1460,9,1315,25,8534,26,19605,44,157221
42,6114,2617,273,164,228,48,332,32,455,23,706,0,0,3,491,0,0,0,0,0,0
42,61142,591,56,37,45,6,43,5,67,7,206,0,0,0,0,0,0,0,0,0,0
42,611420,591,56,37,45,6,43,5,67,7,206,0,0,0,0,0,0,0,0,0,0
42,61143,1909,215,127,183,42,289,27,388,15,447,0,0,0,0,0,0,0,0,0,0
42,611430,1909,215,127,183,42,289,27,388,15,447,0,0,0,0,0,0,0,0,0,0
42,6115,4076,281,122,227,55,395,57,759,30,930,12,815,4,683,0,0,0,0,0,0
42,61151,4076,281,122,227,55,395,57,759,30,930,12,815,4,683,0,0,0,0,0,0
42,611511,512,58,18,35,20,158,15,196,5,123,0,0,0,0,0,0,0,0,0,0
42,611512,116,23,14,14,5,29,3,38,0,0,0,0,0,0,0,0,0,0,0,0
42,611513,449,49,23,51,10,80,10,139,6,179,0,0,0,0,0,0,0,0,0,0
42,611519,2999,151,67,127,20,128,29,386,18,593,12,815,4,683,0,0,0,0,0,0
42,6116,14119,1685,917,1469,353,2373,249,3350,131,3962,28,1825,6,877,0,0,0,0,0,0
42,61161,4738,551,275,476,143,947,87,1150,37,1099,4,230,4,573,0,0,0,0,0,0
42,611610,4738,551,275,476,143,947,87,1150,37,1099,4,230,4,573,0,0,0,0,0,0
42,61162,4287,574,341,538,103,695,77,1055,42,1290,11,709,0,0,0,0,0,0,0,0
42,611620,4287,574,341,538,103,695,77,1055,42,1290,11,709,0,0,0,0,0,0,0,0
42,61163,433,41,22,29,7,46,8,118,0,0,0,0,0,0,0,0,0,0,0,0
42,611630,433,41,22,29,7,46,8,118,0,0,0,0,0,0,0,0,0,0,0,0
42,61169,4661,519,279,426,100,685,77,1027,50,1526,12,823,0,0,0,0,0,0,0,0
42,611691,2830,237,88,127,59,423,48,636,35,1054,6,416,0,0,0,0,0,0,0,0
42,611692,449,58,35,47,8,54,9,127,5,138,0,0,0,0,0,0,0,0,0,0
42,611699,1382,224,156,252,33,208,20,264,10,334,5,324,0,0,0,0,0,0,0,0
42,6117,4845,347,204,295,57,367,47,598,25,747,8,540,0,0,3,991,0,0,0,0
42,61171,4845,347,204,295,57,367,47,598,25,747,8,540,0,0,3,991,0,0,0,0
42,611710,4845,347,204,295,57,367,47,598,25,747,8,540,0,0,3,991,0,0,0,0
42,62,1083226,38179,15152,29760,8565,57558,6450,87925,4632,139016,1587,110901,1207,184562,353,119053,123,86287,110,268164
42,621,367878,24618,11251,22144,5763,38567,4029,54831,2359,71409,700,48228,376,57207,96,32322,29,19870,15,23300
42,6211,123196,8364,3681,7030,1849,12553,1502,21120,957,29096,228,15415,113,17592,19,6559,10,7391,5,6440
42,62111,123196,8364,3681,7030,1849,12553,1502,21120,957,29096,228,15415,113,17592,19,6559,10,7391,5,6440
42,621111,121012,7985,3397,6574,1810,12309,1472,20725,938,28505,222,15016,112,17493,19,6559,10,7391,5,6440
42,621112,2184,379,284,456,39,244,30,395,19,591,6,399,0,0,0,0,0,0,0,0
42,6212,35451,4923,1928,4337,1826,12248,985,12776,163,4439,17,1030,3,314,0,0,0,0,0,0
42,62121,35451,4923,1928,4337,1826,12248,985,12776,163,4439,17,1030,3,314,0,0,0,0,0,0
42,621210,35451,4923,1928,4337,1826,12248,985,12776,163,4439,17,1030,3,314,0,0,0,0,0,0
42,6213,42625,6625,4187,8160,1432,9360,658,8696,279,8253,43,2953,19,2672,7,2531,0,0,0,0
42,62131,6240,1757,1309,2668,355,2196,78,969,15,407,0,0,0,0,0,0,0,0,0,0
42,621310,6240,1757,1309,2668,355,2196,78,969,15,407,0,0,0,0,0,0,0,0,0,0
42,62132,5398,900,468,1061,294,1876,105,1360,30,837,0,0,0,0,0,0,0,0,0,0
42,621320,5398,900,468,1061,294,1876,105,1360,30,837,0,0,0,0,0,0,0,0,0,0
42,62133,6789,884,636,904,105,714,69,929,56,1782,10,763,5,738,3,959,0,0,0,0
42,621330,6789,884,636,904,105,714,69,929,56,1782,10,763,5,738,3,959,0,0,0,0
42,62134,18800,2017,1019,2116,493,3370,324,4354,142,4242,24,1606,11,1540,4,1572,0,0,0,0
42,621340,18800,2017,1019,2116,493,3370,324,4354,142,4242,24,1606,11,1540,4,1572,0,0,0,0
42,62139,5398,1067,755,1411,185,1204,82,1084,36,985,7,444,0,0,0,0,0,0,0,0
42,621391,2410,496,322,702,116,748,47,636,10,263,0,0,0,0,0,0,0,0,0,0
42,621399,2988,571,433,709,69,456,35,448,26,722,6,383,0,0,0,0,0,0,0,0
42,6214,51112,2018,510,1062,383,2563,471,6435,449,13475,133,9087,56,8363,12,4292,3,2189,0,0
42,62141,1081,101,34,80,34,220,21,256,9,253,0,0,0,0,0,0,0,0,0,0
42,621410,1081,101,34,80,34,220,21,256,9,253,0,0,0,0,0,0,0,0,0,0
42,62142,18535,719,202,428,143,952,124,1766,154,5016,63,4231,26,3519,7,2623,0,0,0,0
42,621420,18535,719,202,428,143,952,124,1766,154,5016,63,4231,26,3519,7,2623,0,0,0,0
42,62149,31496,1198,274,554,206,1391,326,4413,286,8206,68,4741,29,4687,5,1669,3,2189,0,0
42,621491,920,45,9,26,10,77,13,190,10,303,0,0,0,0,0,0,0,0,0,0
42,621492,7102,372,70,137,56,382,145,1920,89,2128,7,418,0,0,0,0,0,0,0,0
42,621493,5722,233,29,45,33,217,68,981,81,2468,19,1296,0,0,0,0,0,0,0,0
42,621498,17752,548,166,346,107,715,100,1322,106,3307,40,2861,25,4097,0,0,0,0,0,0
42,6215,10893,663,434,801,80,506,65,866,43,1205,17,1294,16,2477,6,2182,0,0,0,0
42,62151,10893,663,434,801,80,506,65,866,43,1205,17,1294,16,2477,6,2182,0,0,0,0
42,621511,8275,471,344,623,40,231,32,434,25,750,12,921,10,1572,6,2182,0,0,0,0
42,621512,2618,192,90,178,40,275,33,432,18,455,5,373,6,905,0,0,0,0,0,0
42,6216,82119,1306,340,432,109,749,171,2438,275,8948,203,14453,142,21186,46,14706,13,8401,7,10806
42,62161,82119,1306,340,432,109,749,171,2438,275,8948,203,14453,142,21186,46,14706,13,8401,7,10806
42,621610,82119,1306,340,432,109,749,171,2438,275,8948,203,14453,142,21186,46,14706,13,8401,7,10806
42,6219,22482,719,171,322,84,588,177,2500,193,5993,59,3996,27,4603,5,1745,0,0,0,0
42,62191,11926,439,43,77,48,339,139,1970,158,4776,37,2476,13,2034,0,0,0,0,0,0
42,621910,11926,439,43,77,48,339,139,1970,158,4776,37,2476,13,2034,0,0,0,0,0,0
42,62199,10556,280,128,245,36,249,38,530,35,1217,22,1520,14,2569,4,1491,0,0,0,0
42,621991,3087,66,31,59,6,43,0,0,13,460,6,410,5,1011,3,1073,0,0,0,0
42,621999,7469,214,97,186,30,206,36,499,22,757,16,1110,9,1558,0,0,0,0,0,0
42,622,299723,339,44,84,13,93,6,90,10,344,18,1484,51,8296,57,20784,58,43063,82,225485
42,6221,273211,251,40,76,8,60,6,90,6,219,7,579,24,4085,33,11693,50,38026,77,218383
42,62211,273211,251,40,76,8,60,6,90,6,219,7,579,24,4085,33,11693,50,38026,77,218383
42,622110,273211,251,40,76,8,60,6,90,6,219,7,579,24,4085,33,11693,50,38026,77,218383
42,6222,13122,33,0,0,0,0,0,0,0,0,0,0,6,1018,15,5772,6,3648,0,0
42,62221,13122,33,0,0,0,0,0,0,0,0,0,0,6,1018,15,5772,6,3648,0,0
42,622210,13122,33,0,0,0,0,0,0,0,0,0,0,6,1018,15,5772,6,3648,0,0
42,6223,13390,55,3,4,5,33,0,0,3,88,9,730,21,3193,9,3319,0,0,3,4634
42,62231,13390,55,3,4,5,33,0,0,3,88,9,730,21,3193,9,3319,0,0,3,4634
42,622310,13390,55,3,4,5,33,0,0,3,88,9,730,21,3193,9,3319,0,0,3,4634
42,623,219134,4306,831,1900,1099,7488,664,8898,632,19360,395,28652,515,79689,143,47053,18,11630,9,14464
42,6231,71194,624,44,34,20,140,29,417,59,2136,148,11255,284,43782,39,12916,0,0,0,0
42,62311,71194,624,44,34,20,140,29,417,59,2136,148,11255,284,43782,39,12916,0,0,0,0
42,623110,71194,624,44,34,20,140,29,417,59,2136,148,11255,284,43782,39,12916,0,0,0,0
42,6232,65055,2476,594,1530,950,6468,457,5992,289,7652,66,4622,67,10008,39,12646,8,5335,6,10802
42,62321,50336,1993,496,1315,846,5775,335,4373,192,4839,39,2784,42,6256,31,10282,6,3910,6,10802
42,623210,50336,1993,496,1315,846,5775,335,4373,192,4839,39,2784,42,6256,31,10282,6,3910,6,10802
42,62322,14719,483,98,215,104,693,122,1619,97,2813,27,1838,25,3752,8,2364,0,0,0,0
42,623220,14719,483,98,215,104,693,122,1619,97,2813,27,1838,25,3752,8,2364,0,0,0,0
42,6233,76301,975,112,186,95,650,124,1783,253,8655,167,11856,151,23929,63,20865,7,4715,3,3662
42,62331,76301,975,112,186,95,650,124,1783,253,8655,167,11856,151,23929,63,20865,7,4715,3,3662
42,623311,52519,321,20,17,13,91,19,287,49,1668,36,2814,112,18792,62,20473,7,4715,3,3662
42,623312,23782,654,92,169,82,559,105,1496,204,6987,131,9042,39,5137,0,0,0,0,0,0
42,6239,6584,231,81,150,34,230,54,706,31,917,14,919,13,1970,0,0,0,0,0,0
42,62399,6584,231,81,150,34,230,54,706,31,917,14,919,13,1970,0,0,0,0,0,0
42,623990,6584,231,81,150,34,230,54,706,31,917,14,919,13,1970,0,0,0,0,0,0
42,624,196491,8916,3026,5632,1690,11410,1751,24106,1631,47903,474,32537,265,39370,57,18894,18,11724,4,4915
42,6241,128274,4169,1484,2549,679,4586,625,8629,731,22500,357,24794,224,32958,48,16294,17,11049,4,4915
42,62411,14666,721,256,457,133,900,149,2081,117,3584,41,2768,18,2526,7,2350,0,0,0,0
42,624110,14666,721,256,457,133,900,149,2081,117,3584,41,2768,18,2526,7,2350,0,0,0,0
42,62412,90357,2037,538,850,322,2204,287,3976,416,13039,250,17519,169,25268,34,11537,17,11049,4,4915
42,624120,90357,2037,538,850,322,2204,287,3976,416,13039,250,17519,169,25268,34,11537,17,11049,4,4915
42,62419,23251,1411,690,1242,224,1482,189,2572,198,5877,66,4507,37,5164,7,2407,0,0,0,0
42,624190,23251,1411,690,1242,224,1482,189,2572,198,5877,66,4507,37,5164,7,2407,0,0,0,0
42,6242,7963,590,240,466,128,879,101,1360,89,2608,27,1848,5,802,0,0,0,0,0,0
42,62421,2295,183,108,207,28,190,17,218,22,675,4,312,4,693,0,0,0,0,0,0
42,624210,2295,183,108,207,28,190,17,218,22,675,4,312,4,693,0,0,0,0,0,0
42,62422,5257,349,97,191,86,594,79,1070,64,1821,22,1472,0,0,0,0,0,0,0,0
42,624221,3027,173,39,86,33,223,42,585,48,1362,10,662,0,0,0,0,0,0,0,0
42,624229,2230,176,58,105,53,371,37,485,16,459,12,810,0,0,0,0,0,0,0,0
42,62423,411,58,35,68,14,95,5,72,3,112,0,0,0,0,0,0,0,0,0,0
42,624230,411,58,35,68,14,95,5,72,3,112,0,0,0,0,0,0,0,0,0,0
42,6243,11607,323,90,176,53,341,54,721,60,1845,34,2402,24,3790,8,2332,0,0,0,0
42,62431,11607,323,90,176,53,341,54,721,60,1845,34,2402,24,3790,8,2332,0,0,0,0
42,624310,11607,323,90,176,53,341,54,721,60,1845,34,2402,24,3790,8,2332,0,0,0,0
42,6244,48647,3834,1212,2441,830,5604,971,13396,751,20950,56,3493,12,1820,0,0,0,0,0,0
42,62441,48647,3834,1212,2441,830,5604,971,13396,751,20950,56,3493,12,1820,0,0,0,0,0,0
42,624410,48647,3834,1212,2441,830,5604,971,13396,751,20950,56,3493,12,1820,0,0,0,0,0,0
42,71,112949,5079,2636,3713,792,5256,687,9400,562,17374,226,15887,124,18836,27,9564,15,10245,10,22674
42,711,31030,1251,845,1229,174,1142,95,1293,69,2188,31,2066,21,3191,7,2765,5,3281,4,13875
42,7111,4233,300,162,288,72,482,32,429,17,599,8,595,7,1106,0,0,0,0,0,0
42,71111,2228,117,45,68,35,240,15,201,13,475,4,276,4,544,0,0,0,0,0,0
42,711110,2228,117,45,68,35,240,15,201,13,475,4,276,4,544,0,0,0,0,0,0
42,71112,548,40,25,43,7,54,5,61,0,0,0,0,0,0,0,0,0,0,0,0
42,711120,548,40,25,43,7,54,5,61,0,0,0,0,0,0,0,0,0,0,0,0
42,71113,1435,136,87,169,28,174,12,167,3,104,4,319,0,0,0,0,0,0,0,0
42,711130,1435,136,87,169,28,174,12,167,3,104,4,319,0,0,0,0,0,0,0,0
42,71119,22,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,711190,22,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,7112,7432,147,87,127,13,87,14,204,14,398,8,560,3,463,3,1197,0,0,3,3170
42,71121,7432,147,87,127,13,87,14,204,14,398,8,560,3,463,3,1197,0,0,3,3170
42,711211,4407,45,13,16,5,32,5,80,10,299,4,271,0,0,3,1197,0,0,0,0
42,711212,2605,18,10,9,0,0,0,0,0,0,3,211,0,0,0,0,0,0,0,0
42,711219,420,84,64,102,8,55,8,113,3,72,0,0,0,0,0,0,0,0,0,0
42,7113,17838,300,164,248,48,334,28,357,31,992,13,815,10,1498,0,0,3,2055,0,0
42,71131,16917,159,60,85,28,196,20,255,26,861,10,659,9,1267,0,0,3,2055,0,0
42,711310,16917,159,60,85,28,196,20,255,26,861,10,659,9,1267,0,0,3,2055,0,0
42,71132,921,141,104,163,20,138,8,102,5,131,3,156,0,0,0,0,0,0,0,0
42,711320,921,141,104,163,20,138,8,102,5,131,3,156,0,0,0,0,0,0,0,0
42,7114,159,61,50,74,8,47,3,38,0,0,0,0,0,0,0,0,0,0,0,0
42,71141,159,61,50,74,8,47,3,38,0,0,0,0,0,0,0,0,0,0,0,0
42,711410,159,61,50,74,8,47,3,38,0,0,0,0,0,0,0,0,0,0,0,0
42,7115,1368,443,382,492,33,192,18,265,7,199,0,0,0,0,0,0,0,0,0,0
42,71151,1368,443,382,492,33,192,18,265,7,199,0,0,0,0,0,0,0,0,0,0
42,711510,1368,443,382,492,33,192,18,265,7,199,0,0,0,0,0,0,0,0,0,0
42,712,7515,382,208,378,67,452,46,665,31,964,12,828,12,1786,4,1301,0,0,0,0
42,7121,7515,382,208,378,67,452,46,665,31,964,12,828,12,1786,4,1301,0,0,0,0
42,71211,4636,223,123,228,41,267,24,356,15,469,7,435,9,1320,3,945,0,0,0,0
42,712110,4636,223,123,228,41,267,24,356,15,469,7,435,9,1320,3,945,0,0,0,0
42,71212,450,74,50,96,11,73,10,144,0,0,0,0,0,0,0,0,0,0,0,0
42,712120,450,74,50,96,11,73,10,144,0,0,0,0,0,0,0,0,0,0,0,0
42,71213,1987,33,8,12,3,21,5,68,9,288,3,251,3,466,0,0,0,0,0,0
42,712130,1987,33,8,12,3,21,5,68,9,288,3,251,3,466,0,0,0,0,0,0
42,71219,442,52,27,42,12,91,7,97,5,157,0,0,0,0,0,0,0,0,0,0
42,712190,442,52,27,42,12,91,7,97,5,157,0,0,0,0,0,0,0,0,0,0
42,713,74404,3446,1583,2106,551,3662,546,7442,462,14222,183,12993,91,13859,16,5498,8,5823,6,8799
42,7131,7765,153,60,97,31,217,17,206,24,744,7,511,11,1687,0,0,0,0,0,0
42,71311,5231,21,6,6,3,24,0,0,0,0,0,0,4,665,0,0,0,0,0,0
42,713110,5231,21,6,6,3,24,0,0,0,0,0,0,4,665,0,0,0,0,0,0
42,71312,2534,132,54,91,28,193,16,196,22,676,5,356,7,1022,0,0,0,0,0,0
42,713120,2534,132,54,91,28,193,16,196,22,676,5,356,7,1022,0,0,0,0,0,0
42,7132,6504,34,17,30,4,28,3,45,0,0,0,0,0,0,0,0,0,0,4,5346
42,71321,6250,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5346
42,713210,6250,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5346
42,71329,254,27,17,30,4,28,3,45,0,0,0,0,0,0,0,0,0,0,0,0
42,713290,254,27,17,30,4,28,3,45,0,0,0,0,0,0,0,0,0,0,0,0
42,7139,60135,3259,1506,1979,516,3417,526,7191,436,13442,175,12411,78,11849,16,5498,6,4348,0,0
42,71391,12661,514,178,230,72,493,77,1031,101,3382,68,4877,18,2648,0,0,0,0,0,0
42,713910,12661,514,178,230,72,493,77,1031,101,3382,68,4877,18,2648,0,0,0,0,0,0
42,71392,4809,13,0,0,0,0,0,0,0,0,0,0,3,606,0,0,5,3474,0,0
42,713920,4809,13,0,0,0,0,0,0,0,0,0,0,3,606,0,0,5,3474,0,0
42,71393,240,43,31,39,3,22,7,88,0,0,0,0,0,0,0,0,0,0,0,0
42,713930,240,43,31,39,3,22,7,88,0,0,0,0,0,0,0,0,0,0,0,0
42,71394,33362,1654,729,902,252,1678,295,4094,231,7063,77,5501,55,8298,14,4952,0,0,0,0
42,713940,33362,1654,729,902,252,1678,295,4094,231,7063,77,5501,55,8298,14,4952,0,0,0,0
42,71395,2592,172,45,90,30,208,54,775,37,1091,6,428,0,0,0,0,0,0,0,0
42,713950,2592,172,45,90,30,208,54,775,37,1091,6,428,0,0,0,0,0,0,0,0
42,71399,6471,863,523,718,159,1016,93,1203,65,1857,21,1380,0,0,0,0,0,0,0,0
42,713990,6471,863,523,718,159,1016,93,1203,65,1857,21,1380,0,0,0,0,0,0,0,0
42,72,492347,28927,10433,18299,5147,34299,5464,76497,5827,178833,1656,110641,346,46521,36,11737,14,9711,4,5809
42,721,57534,2009,722,1137,245,1673,369,5174,505,14930,70,4845,64,9478,19,6355,11,8133,4,5809
42,7211,55450,1614,460,728,172,1184,328,4632,487,14357,69,4774,64,9478,19,6355,11,8133,4,5809
42,72111,48803,1456,357,560,153,1059,308,4373,478,14087,67,4636,63,9365,19,6355,9,6311,0,0
42,721110,48803,1456,357,560,153,1059,308,4373,478,14087,67,4636,63,9365,19,6355,9,6311,0,0
42,72112,5575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,721120,5575,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,72119,1072,153,102,167,19,125,20,259,9,270,0,0,0,0,0,0,0,0,0,0
42,721191,884,124,82,132,16,107,16,203,7,191,0,0,0,0,0,0,0,0,0,0
42,721199,188,29,20,35,3,18,4,56,0,0,0,0,0,0,0,0,0,0,0,0
42,7212,1859,351,228,361,66,440,41,542,15,445,0,0,0,0,0,0,0,0,0,0
42,72121,1859,351,228,361,66,440,41,542,15,445,0,0,0,0,0,0,0,0,0,0
42,721211,736,191,137,200,36,233,15,206,3,97,0,0,0,0,0,0,0,0,0,0
42,721214,1123,160,91,161,30,207,26,336,12,348,0,0,0,0,0,0,0,0,0,0
42,7213,225,44,34,48,7,49,0,0,3,128,0,0,0,0,0,0,0,0,0,0
42,72131,225,44,34,48,7,49,0,0,3,128,0,0,0,0,0,0,0,0,0,0
42,721310,225,44,34,48,7,49,0,0,3,128,0,0,0,0,0,0,0,0,0,0
42,722,434813,26918,9711,17162,4902,32626,5095,71323,5322,163903,1586,105796,282,37043,17,5382,3,1578,0,0
42,7223,46529,2638,1188,2169,467,3148,415,5934,351,11118,141,10050,61,8788,12,3744,3,1578,0,0
42,72231,39327,1823,702,1525,336,2275,313,4523,280,9029,121,8539,56,8114,12,3744,3,1578,0,0
42,722310,39327,1823,702,1525,336,2275,313,4523,280,9029,121,8539,56,8114,12,3744,3,1578,0,0
42,72232,6647,573,269,426,116,772,96,1337,68,2016,19,1422,5,674,0,0,0,0,0,0
42,722320,6647,573,269,426,116,772,96,1337,68,2016,19,1422,5,674,0,0,0,0,0,0
42,72233,555,242,217,218,15,101,6,74,3,73,0,0,0,0,0,0,0,0,0,0
42,722330,555,242,217,218,15,101,6,74,3,73,0,0,0,0,0,0,0,0,0,0
42,7224,16006,2345,1367,2729,539,3415,272,3624,140,4223,23,1570,4,445,0,0,0,0,0,0
42,72241,16006,2345,1367,2729,539,3415,272,3624,140,4223,23,1570,4,445,0,0,0,0,0,0
42,722410,16006,2345,1367,2729,539,3415,272,3624,140,4223,23,1570,4,445,0,0,0,0,0,0
42,7225,372278,21935,7156,12264,3896,26063,4408,61765,4831,148562,1422,94176,217,27810,5,1638,0,0,0,0
42,72251,372278,21935,7156,12264,3896,26063,4408,61765,4831,148562,1422,94176,217,27810,5,1638,0,0,0,0
42,722511,206386,9655,2649,4491,1636,11055,1829,25604,2349,73922,1013,68472,178,22571,0,0,0,0,0,0
42,722513,135628,9592,3586,6688,1736,11437,1810,25238,2044,62735,377,23819,36,4790,3,921,0,0,0,0
42,722514,2402,140,46,71,36,243,31,431,18,552,6,359,0,0,0,0,0,0,0,0
42,722515,27862,2548,875,1014,488,3328,738,10492,420,11353,26,1526,0,0,0,0,0,0,0,0
42,81,246207,36562,22245,43805,8390,54698,3805,50216,1653,47945,338,22395,110,16101,14,4516,6,3725,0,0
42,811,53477,9447,6393,12154,1855,11898,819,10881,315,8878,47,3161,15,2245,0,0,0,0,0,0
42,8111,36744,7514,5101,10006,1522,9749,632,8408,225,6200,31,2043,3,338,0,0,0,0,0,0
42,81111,18640,4857,3659,7315,908,5610,199,2631,77,2094,13,863,0,0,0,0,0,0,0,0
42,811111,17497,4557,3438,6865,847,5222,189,2513,69,1907,13,863,0,0,0,0,0,0,0,0
42,811112,128,28,19,38,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,811113,528,159,123,262,33,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,811118,487,113,79,150,22,139,7,86,5,112,0,0,0,0,0,0,0,0,0,0
42,81112,11808,1772,960,1878,422,2837,291,3916,89,2427,8,539,0,0,0,0,0,0,0,0
42,811121,10388,1579,847,1633,381,2571,269,3652,75,2045,6,385,0,0,0,0,0,0,0,0
42,811122,1420,193,113,245,41,266,22,264,14,382,0,0,0,0,0,0,0,0,0,0
42,81119,6296,885,482,813,192,1302,142,1861,59,1679,10,641,0,0,0,0,0,0,0,0
42,811191,1718,188,58,108,68,493,42,552,20,565,0,0,0,0,0,0,0,0,0,0
42,811192,4249,576,322,550,110,716,97,1273,37,1069,10,641,0,0,0,0,0,0,0,0
